sample	id	taxid	name	rank	nalign	nreads	mean_rlen	var_rlen	mean_gc	var_gc	lca	taxa_path	A	q	c	phi	llh	ncall	sigmaD	Zfit	A_b	q_b	c_b	phi_b	A_CI_l	A_CI_h	q_CI_l	q_CI_h	c_CI_l	c_CI_h	phi_CI_l	phi_CI_h	fwK0	fwN0	fwf0	fwdx0	fwdxConf0	fwK1	fwN1	fwf1	fwdx1	fwdxConf1	fwK2	fwN2	fwf2	fwdx2	fwdxConf2	fwK3	fwN3	fwf3	fwdx3	fwdxConf3	fwK4	fwN4	fwf4	fwdx4	fwdxConf4	bwK0	bwN0	bwf0	bwdx0	bwdxConf0	bwK1	bwN1	bwf1	bwdx1	bwdxConf1	bwK2	bwN2	bwf2	bwdx2	bwdxConf2	bwK3	bwN3	bwf3	bwdx3	bwdxConf3	bwK4	bwN4	bwf4	bwdx4	bwdxConf4
simadna_md_01.fq	simadna_md_01.fq	1	"root"	"no rank"	1139	334	46.547448	128.869776	0.452764	0.006023	1:"root":"no rank"	1:"root":"no rank"	0.142765	0.587752	0.010799	227.522736	-29.072782	2425.000000	0.033240	4.294922	0.139568	0.640799	0.013640	161.715995	0.111577	0.168088	0.460857	1.000000	0.000000	0.030394	56.176054	231.926657	31	214	0.144860	0.153564	0.034257	25	242	0.103306	0.069653	0.023456	12	253	0.047431	0.035062	0.016769	7	271	0.025830	0.020801	0.012805	2	238	0.008403	0.014922	0.011217	40	235	0.170213	0.153564	0.033459	3	202	0.014851	0.069653	0.024555	8	198	0.040404	0.035062	0.017837	3	236	0.012712	0.020801	0.013231	4	282	0.014184	0.014922	0.010781
simadna_md_01.fq	simadna_md_01.fq	2759	"Eukaryota"	"domain"	1139	334	47.273589	138.791055	0.447860	0.006307	2759:"Eukaryota":"domain"	2759:"Eukaryota":"domain";131567:"cellular organisms":"cellular root";1:"root":"no rank"	0.142765	0.587751	0.010799	227.522586	-29.072782	689.000000	0.033240	4.294922	0.139568	0.640799	0.013640	161.717153	0.111577	0.168088	0.460857	1.000000	0.000000	0.030394	56.176032	231.926574	31	214	0.144860	0.153564	0.034257	25	242	0.103306	0.069653	0.023456	12	253	0.047431	0.035062	0.016769	7	271	0.025830	0.020801	0.012805	2	238	0.008403	0.014922	0.011217	40	235	0.170213	0.153564	0.033459	3	202	0.014851	0.069653	0.024555	8	198	0.040404	0.035062	0.017837	3	236	0.012712	0.020801	0.013231	4	282	0.014184	0.014922	0.010781
simadna_md_01.fq	simadna_md_01.fq	6072	"Eumetazoa"	"clade"	1139	334	48.401971	153.755724	0.440527	0.006638	6072:"Eumetazoa":"clade"	6072:"Eumetazoa":"clade";33208:"Metazoa":"kingdom";33154:"Opisthokonta":"clade";2759:"Eukaryota":"domain";131567:"cellular organisms":"cellular root";1:"root":"no rank"	0.142765	0.587752	0.010799	227.522048	-29.072782	3703.000000	0.033240	4.294919	0.139568	0.640799	0.013640	161.717025	0.111577	0.168088	0.460857	1.000000	0.000000	0.030394	56.176049	231.926884	31	214	0.144860	0.153564	0.034257	25	242	0.103306	0.069653	0.023456	12	253	0.047431	0.035062	0.016769	7	271	0.025830	0.020801	0.012805	2	238	0.008403	0.014922	0.011217	40	235	0.170213	0.153564	0.033459	3	202	0.014851	0.069653	0.024555	8	198	0.040404	0.035062	0.017837	3	236	0.012712	0.020801	0.013231	4	282	0.014184	0.014922	0.010781
simadna_md_01.fq	simadna_md_01.fq	7711	"Chordata"	"phylum"	1139	334	49.481507	168.180768	0.433235	0.006813	7711:"Chordata":"phylum"	7711:"Chordata":"phylum";33511:"Deuterostomia":"clade";33213:"Bilateria":"clade";6072:"Eumetazoa":"clade";33208:"Metazoa":"kingdom";33154:"Opisthokonta":"clade";2759:"Eukaryota":"domain";131567:"cellular organisms":"cellular root";1:"root":"no rank"	0.142765	0.587752	0.010799	227.522706	-29.072782	3193.000000	0.033240	4.294921	0.139568	0.640799	0.013640	161.719863	0.111577	0.168088	0.460857	1.000000	0.000000	0.030394	56.176027	231.926574	31	214	0.144860	0.153564	0.034257	25	242	0.103306	0.069653	0.023456	12	253	0.047431	0.035062	0.016769	7	271	0.025830	0.020801	0.012805	2	238	0.008403	0.014922	0.011217	40	235	0.170213	0.153564	0.033459	3	202	0.014851	0.069653	0.024555	8	198	0.040404	0.035062	0.017837	3	236	0.012712	0.020801	0.013231	4	282	0.014184	0.014922	0.010781
simadna_md_01.fq	simadna_md_01.fq	7742	"Vertebrata"	"clade"	1139	334	50.106582	177.056044	0.428141	0.006821	7742:"Vertebrata":"clade"	7742:"Vertebrata":"clade";89593:"Craniata":"subphylum";7711:"Chordata":"phylum";33511:"Deuterostomia":"clade";33213:"Bilateria":"clade";6072:"Eumetazoa":"clade";33208:"Metazoa":"kingdom";33154:"Opisthokonta":"clade";2759:"Eukaryota":"domain";131567:"cellular organisms":"cellular root";1:"root":"no rank"	0.142765	0.587752	0.010799	227.522667	-29.072782	4463.000000	0.033240	4.294922	0.139568	0.640799	0.013640	161.713334	0.111577	0.168088	0.460857	1.000000	0.000000	0.030394	56.176001	231.926767	31	214	0.144860	0.153564	0.034257	25	242	0.103306	0.069653	0.023456	12	253	0.047431	0.035062	0.016769	7	271	0.025830	0.020801	0.012805	2	238	0.008403	0.014922	0.011217	40	235	0.170213	0.153564	0.033459	3	202	0.014851	0.069653	0.024555	8	198	0.040404	0.035062	0.017837	3	236	0.012712	0.020801	0.013231	4	282	0.014184	0.014922	0.010781
simadna_md_01.fq	simadna_md_01.fq	7776	"Gnathostomata"	"clade"	1139	334	50.375860	181.151550	0.425412	0.006790	7776:"Gnathostomata":"clade"	7776:"Gnathostomata":"clade";7742:"Vertebrata":"clade";89593:"Craniata":"subphylum";7711:"Chordata":"phylum";33511:"Deuterostomia":"clade";33213:"Bilateria":"clade";6072:"Eumetazoa":"clade";33208:"Metazoa":"kingdom";33154:"Opisthokonta":"clade";2759:"Eukaryota":"domain";131567:"cellular organisms":"cellular root";1:"root":"no rank"	0.142765	0.587752	0.010799	227.522219	-29.072782	2875.000000	0.033240	4.294920	0.139568	0.640799	0.013640	161.716563	0.111577	0.168088	0.460857	1.000000	0.000000	0.030394	56.176102	231.927374	31	214	0.144860	0.153564	0.034257	25	242	0.103306	0.069653	0.023456	12	253	0.047431	0.035062	0.016769	7	271	0.025830	0.020801	0.012805	2	238	0.008403	0.014922	0.011217	40	235	0.170213	0.153564	0.033459	3	202	0.014851	0.069653	0.024555	8	198	0.040404	0.035062	0.017837	3	236	0.012712	0.020801	0.013231	4	282	0.014184	0.014922	0.010781
simadna_md_01.fq	simadna_md_01.fq	8287	"Sarcopterygii"	"superclass"	1139	334	50.976673	191.483171	0.416179	0.006563	8287:"Sarcopterygii":"superclass"	8287:"Sarcopterygii":"superclass";117571:"Euteleostomi":"clade";117570:"Teleostomi":"clade";7776:"Gnathostomata":"clade";7742:"Vertebrata":"clade";89593:"Craniata":"subphylum";7711:"Chordata":"phylum";33511:"Deuterostomia":"clade";33213:"Bilateria":"clade";6072:"Eumetazoa":"clade";33208:"Metazoa":"kingdom";33154:"Opisthokonta":"clade";2759:"Eukaryota":"domain";131567:"cellular organisms":"cellular root";1:"root":"no rank"	0.142765	0.587752	0.010799	227.523332	-29.072782	653.000000	0.033240	4.294925	0.139568	0.640799	0.013640	161.717580	0.111577	0.168088	0.460857	1.000000	0.000000	0.030394	56.176013	231.926617	31	214	0.144860	0.153564	0.034257	25	242	0.103306	0.069653	0.023456	12	253	0.047431	0.035062	0.016769	7	271	0.025830	0.020801	0.012805	2	238	0.008403	0.014922	0.011217	40	235	0.170213	0.153564	0.033459	3	202	0.014851	0.069653	0.024555	8	198	0.040404	0.035062	0.017837	3	236	0.012712	0.020801	0.013231	4	282	0.014184	0.014922	0.010781
simadna_md_01.fq	simadna_md_01.fq	9347	"Eutheria"	"clade"	1139	334	51.486857	199.100166	0.402886	0.005977	9347:"Eutheria":"clade"	9347:"Eutheria":"clade";32525:"Theria":"clade";40674:"Mammalia":"class";32524:"Amniota":"clade";32523:"Tetrapoda":"clade";1338369:"Dipnotetrapodomorpha":"clade";8287:"Sarcopterygii":"superclass";117571:"Euteleostomi":"clade";117570:"Teleostomi":"clade";7776:"Gnathostomata":"clade";7742:"Vertebrata":"clade";89593:"Craniata":"subphylum";7711:"Chordata":"phylum";33511:"Deuterostomia":"clade";33213:"Bilateria":"clade";6072:"Eumetazoa":"clade";33208:"Metazoa":"kingdom";33154:"Opisthokonta":"clade";2759:"Eukaryota":"domain";131567:"cellular organisms":"cellular root";1:"root":"no rank"	0.142765	0.587752	0.010799	227.522695	-29.072782	1142.000000	0.033240	4.294922	0.139568	0.640799	0.013640	161.717490	0.111577	0.168088	0.460858	1.000000	0.000000	0.030394	56.176027	231.926744	31	214	0.144860	0.153564	0.034257	25	242	0.103306	0.069653	0.023456	12	253	0.047431	0.035062	0.016769	7	271	0.025830	0.020801	0.012805	2	238	0.008403	0.014922	0.011217	40	235	0.170213	0.153564	0.033459	3	202	0.014851	0.069653	0.024555	8	198	0.040404	0.035062	0.017837	3	236	0.012712	0.020801	0.013231	4	282	0.014184	0.014922	0.010781
simadna_md_01.fq	simadna_md_01.fq	9443	"Primates"	"order"	10	5	41.918367	13.600000	0.510261	0.004240	9443:"Primates":"order"	9443:"Primates":"order";314146:"Euarchontoglires":"superorder";1437010:"Boreoeutheria":"clade";9347:"Eutheria":"clade";32525:"Theria":"clade";40674:"Mammalia":"class";32524:"Amniota":"clade";32523:"Tetrapoda":"clade";1338369:"Dipnotetrapodomorpha":"clade";8287:"Sarcopterygii":"superclass";117571:"Euteleostomi":"clade";117570:"Teleostomi":"clade";7776:"Gnathostomata":"clade";7742:"Vertebrata":"clade";89593:"Craniata":"subphylum";7711:"Chordata":"phylum";33511:"Deuterostomia":"clade";33213:"Bilateria":"clade";6072:"Eumetazoa":"clade";33208:"Metazoa":"kingdom";33154:"Opisthokonta":"clade";2759:"Eukaryota":"domain";131567:"cellular organisms":"cellular root";1:"root":"no rank"	0.455365	1.000000	0.000000	2.000000	-2.984542	1248.000000	0.371190	1.226770	0.455366	1.000000	0.000000	2.000000	0.455364	0.455369	1.000000	1.000000	0.000000	0.000000	2.000000	2.000000	3	3	1.000000	0.455365	0.371190	0	5	0.000000	0.000000	0.000082	0	2	0.000000	0.000000	0.000082	0	1	0.000000	0.000000	0.000100	0	1	0.000000	0.000000	0.000100	0	4	0.000000	0.455365	0.352142	0	1	0.000000	0.000000	0.000121	0	5	0.000000	0.000000	0.000068	0	4	0.000000	0.000000	0.000071	0	4	0.000000	0.000000	0.000071
simadna_md_01.fq	simadna_md_01.fq	9479	"Platyrrhini"	"parvorder"	3	3	44.000000	26.500000	0.534869	0.009737	9479:"Platyrrhini":"parvorder"	9479:"Platyrrhini":"parvorder";314293:"Simiiformes":"infraorder";376913:"Haplorrhini":"suborder";9443:"Primates":"order";314146:"Euarchontoglires":"superorder";1437010:"Boreoeutheria":"clade";9347:"Eutheria":"clade";32525:"Theria":"clade";40674:"Mammalia":"class";32524:"Amniota":"clade";32523:"Tetrapoda":"clade";1338369:"Dipnotetrapodomorpha":"clade";8287:"Sarcopterygii":"superclass";117571:"Euteleostomi":"clade";117570:"Teleostomi":"clade";7776:"Gnathostomata":"clade";7742:"Vertebrata":"clade";89593:"Craniata":"subphylum";7711:"Chordata":"phylum";33511:"Deuterostomia":"clade";33213:"Bilateria":"clade";6072:"Eumetazoa":"clade";33208:"Metazoa":"kingdom";33154:"Opisthokonta":"clade";2759:"Eukaryota":"domain";131567:"cellular organisms":"cellular root";1:"root":"no rank"	0.000000	1.000000	0.000000	2.000000	-0.000000	132.000000	0.000100	0.000100	0.000000	1.000000	0.000000	2.029605	0.000000	0.000000	1.000000	1.000000	0.000000	0.000000	2.000000	2.000000	0	0	0.000000	0.000000	0.000000	0	1	0.000000	0.000000	0.000100	0	2	0.000000	0.000000	0.000082	0	1	0.000000	0.000000	0.000100	0	1	0.000000	0.000000	0.000100	0	1	0.000000	0.000000	0.000141	0	1	0.000000	0.000000	0.000100	0	1	0.000000	0.000000	0.000100	0	0	0.000000	0.000000	0.000000	0	0	0.000000	0.000000	0.000000
